id,rt,mz,integer,decimal
97,12.534975,498.39307371711834,498,0.39307371711834094
67,10.27119,500.36052923838855,500,0.3605292383885512
68,10.285784,500.3740992300393,500,0.3740992300392918
128,13.260905,512.3941970717252,512,0.3941970717252161
129,13.263358,512.4076961255957,512,0.4076961255957485
145,13.983251,526.4083243415065,526,0.4083243415064999
146,13.990467,526.4223209674906,526,0.42232096749057746
79,11.756378,528.3899894978866,528,0.3899894978866314
81,11.772775,528.40412927426,528,0.40412927425995804
72,11.159217,536.3471743122683,536,0.34717431226829376
94,12.492444,542.4043119495261,542,0.40431194952611804
96,12.508142,542.4187070479154,542,0.4187070479154045
69,10.296633,544.3802730786965,544,0.3802730786965185
70,10.305958,544.399898509388,544,0.399898509387981
118,13.09055,546.3771135656006,546,0.37711356560055265
117,13.094958,546.3915706329597,546,0.391570632959656
176,15.480167,554.4370520878936,554,0.4370520878935622
177,15.4769,554.452220579675,554,0.45222057967498586
126,13.234073,556.4185653055619,556,0.4185653055618559
127,13.243192,556.4332535393937,556,0.4332535393937178
143,13.9384775,570.4326974675301,570,0.43269746753014715
144,13.950167,570.4477389660282,570,0.44773896602816876
80,11.769773,572.4145605510298,572,0.41456055102980827
77,11.76605,572.4298000020927,572,0.4298000020927475
162,14.637592,584.4523915636614,584,0.45239156366142197
111,12.9812,586.302534120964,586,0.30253412096396914
93,12.483539,586.4287226434255,586,0.42872264342554445
95,12.494717,586.4443357002283,586,0.4443357002282937
116,13.054584,590.4014053845175,590,0.40140538451748853
115,13.0547085,590.4171118328344,590,0.4171118328343937
124,13.202683,600.4428730166214,600,0.44287301662143364
125,13.209351,600.4587044715136,600,0.4587044715135562
179,16.045465,612.4755143848608,612,0.4755143848608441
180,16.055626,612.4922446745056,612,0.4922446745056277
141,13.9071665,614.4570443112735,614,0.45704431127353473
142,13.916558,614.4732056555247,614,0.47320565552467997
78,11.76605,616.4554533471636,616,0.45545334716359775
181,16.081388,617.431008079496,617,0.43100807949599584
160,14.590391,628.4771213997726,628,0.4771213997726136
161,14.589817,628.4880586296238,628,0.4880586296237652
92,12.474556,630.4531366813756,630,0.45313668137555396
91,12.474466,630.4698670362063,630,0.469867036206324
113,13.027617,634.4257058246229,634,0.4257058246229235
114,13.02775,634.4426050970035,634,0.4426050970034794
122,13.175766,644.4672845933256,644,0.467284593325644
123,13.182442,644.484200879022,644,0.4842008790219552
139,13.862456,658.4813653464051,658,0.4813653464051413
140,13.869608,658.4986348333807,658,0.49863483338072
187,16.615839,670.5142592679148,670,0.514259267914781
186,16.62151,670.5322889878644,670,0.5322889878643764
159,14.543927,672.4955415672423,672,0.4955415672422987
158,14.542592,672.513367333494,672,0.5133673334939886
90,12.456677,674.4773799410794,674,0.47737994107944814
89,12.454317,674.4953491920966,674,0.4953491920965689
112,12.996211,678.450114223375,678,0.4501142233749533
110,12.987442,678.4681308141376,678,0.46813081413756663
173,15.208384,686.5278757863838,686,0.5278757863837882
120,13.148839,688.4916383037995,688,0.4916383037995047
121,13.155517,688.5096652358837,688,0.5096652358837446
137,13.8311615,702.5057087428486,702,0.5057087428485829
138,13.83595,702.5241525805832,702,0.524152580583177
134,13.667684,704.3976966803576,704,0.39769668035762606
156,14.496242,716.526450774615,716,0.5264507746150002
157,14.502266,716.5390214264961,716,0.539021426496106
87,12.43425,718.5015936790325,718,0.5015936790324531
88,12.440833,718.5207739411685,718,0.5207739411684997
108,12.9648285,722.4744637691343,722,0.4744637691343314
109,12.953842,722.4936660621704,722,0.493666062170405
191,17.162561,728.5530610359816,728,0.5530610359816137
172,15.149433,730.5266837689152,730,0.5266837689151771
171,15.147875,730.5531503982916,730,0.5531503982915638
119,13.142067,732.5352055632795,732,0.5352055632795327
135,13.795212,746.5300163248136,746,0.5300163248135732
136,13.79535,746.5496105971528,746,0.5496105971527641
155,14.455175,760.5645534172925,760,0.5645534172924727
86,12.415283,762.5328787049388,762,0.5328787049387529
107,12.933417,766.4988748273948,766,0.4988748273948431
106,12.926867,766.5191689558883,766,0.5191689558882899
48,9.321533,898.5784542158598,898,0.5784542158597787
50,9.629222,912.5932468836112,912,0.5932468836111866
53,9.807425,926.6005604863162,926,0.6005604863162262
54,9.873294,926.6088837833854,926,0.6088837833854086
49,9.414192,930.5417175549884,930,0.541717554988395
